2008131;3;11
2008133;0;3
2002199;2;16
2008134;2;3
2008136;1;6
2008139;0;1
2008138;0;15
2002197;0;4
2002191;0;6
2002193;0;2
2012609;0;1
2010998;0;7
2010999;0;4
2008918;0;1
2010992;0;1
2012601;0;2
2010991;0;1
2012604;0;3
2012605;0;1
2012606;0;2
2006862;2;3
2003220;0;5
2012591;0;3
2003222;0;1
2012594;0;4
2003760;0;1
2001520;1;4
2001522;0;1
2001525;0;3
2001524;0;3
2001527;2;4
2004006;0;3
2001528;0;2
2001834;0;1
2008629;0;1
2000162;0;3
2001743;0;1
2012734;0;1
2012735;0;6
2012736;0;1
2012737;0;4
2012731;0;2
2012048;0;4
2012738;0;2
2003357;0;8
2003352;2;5
2003353;0;1
2012860;0;1
2003358;0;7
2003359;0;2
2008825;1;2
2000320;0;1
2003565;0;1
2010855;0;1
2002771;1;5
2002773;1;8
2002772;1;11
2002779;1;4
2012215;0;2
2011046;0;1
2012138;0;1
2010019;0;1
2012135;0;1
2012133;0;1
2002179;3;5
2012131;0;1
2009424;0;2
2010976;0;1
2010970;0;3
2010994;0;2
2010972;0;4
2010995;0;3
2010978;3;16
2009426;0;1
2000856;0;2
2000857;3;6
2013421;0;2
2013420;1;5
2013427;0;7
2013426;0;3
2013425;0;1
2013424;0;4
2000858;4;5
2001851;0;1
2001853;1;1
2002619;0;4
2003747;0;2
2003745;2;9
2001856;1;5
2001859;0;2
2001858;0;3
2003749;1;9
2002611;0;1
2002614;1;5
2002615;0;1
2011955;0;1
2003584;0;5
2011951;0;4
2011950;0;1
2011953;1;1
2011952;0;3
2001982;0;1
2001980;0;1
2001865;0;1
2001989;0;2
2003224;0;1
2011696;0;1
2013736;0;1
2001659;0;3
2002509;2;7
2001213;0;2
2001210;0;1
2001217;0;1
2001215;0;3
2001214;1;11
2011823;0;2
2003695;0;5
2003697;0;1
2011779;0;5
2010603;0;2
2010352;0;1
2010604;0;1
2007830;0;12
2011770;1;2
2010608;1;8
2001526;0;1
2001097;0;1
2013889;3;7
2013558;0;4
2000928;1;5
2000929;0;3
2000926;1;2
2013552;0;4
2013551;2;13
2013550;1;4
2013557;0;3
2013884;0;3
2013555;2;2
2013554;1;2
2001327;0;12
2013719;0;3
2001325;1;2
2001323;0;5
2001321;7;3
2001234;1;3
2001425;0;1
2001329;0;5
2001328;0;5
2002982;0;4
2002983;1;2
2002980;0;4
2002981;0;1
2002986;0;1
2002984;0;2
2002985;0;4
2002988;0;10
2002989;1;3
2011177;1;5
2011176;0;5
2011175;0;2
2012672;0;1
2001668;0;6
2001669;2;17
2010778;0;1
2001662;0;2
2001663;0;2
2010774;1;4
2001661;0;3
2001666;0;7
2010770;0;1
2010771;0;2
2007848;1;3
2001068;0;2
2001239;0;2
2001060;0;8
2013714;0;3
2008588;1;1
2003039;0;2
2009054;2;34
2011397;0;2
2009058;0;9
2003037;0;1
2003036;5;15
2008585;0;1
2011391;0;2
2011390;0;5
2011552;0;3
2007909;0;3
2007908;2;15
2011557;0;1
2009878;2;2
2009877;0;7
2009185;8;32
2012043;0;1
2013620;0;1
2011483;0;1
2009471;0;7
2012041;0;2
2009477;2;6
2011486;0;2
2011484;0;10
2009479;3;10
2009478;6;26
2001194;0;2
2001197;0;3
2012929;0;3
2012928;0;1
2012921;0;4
2012920;0;1
2003109;0;1
2012458;0;5
2012451;0;14
2012452;0;1
2012457;2;49
2003106;0;7
2001442;2;4
2004123;0;2
2004120;0;1
2004126;1;6
2004127;0;1
2001444;0;1
2001445;1;3
2004128;1;5
2001449;0;11
2013718;1;8
2001685;1;1
2001686;1;1
2012859;0;3
2001681;1;1
2001682;0;1
2009698;4;2
2012855;0;1
2009695;0;1
2001688;0;3
2009692;0;2
2012634;1;1
2002189;0;4
2012630;0;1
2009644;0;2
2008125;0;3
2008122;0;2
2012638;0;2
2008121;0;6
2003215;0;11
2003214;1;1
2003217;0;5
2003216;0;3
2003211;0;1
2003210;0;1
2008906;1;1
2008900;0;1
2008901;1;1
2008903;0;1
2001869;0;1
2000007;4;31
2011840;0;2
2000002;7;14
2000009;0;7
2000008;0;4
2007690;1;2
2001538;1;12
2004016;0;5
2001537;1;2
2004014;0;15
2001532;0;2
2004010;0;2
2001531;0;1
2000496;0;2
2009948;0;13
2011469;0;1
2012702;0;1
2012705;0;2
2012707;0;7
2012708;0;17
2003107;0;2
2003361;0;2
2003360;0;1
2003362;0;3
2008834;4;12
2000313;0;1
2011346;1;2
2007477;2;15
2007476;0;10
2008311;0;3
2002762;0;1
2002761;0;2
2002160;0;2
2002162;3;6
2013376;0;1
2012143;0;1
2012142;0;3
2002168;4;21
2012146;0;1
2012145;0;2
2012144;0;1
2010940;0;2
2010943;0;4
2010945;0;1
2010947;12;19
2010946;0;1
2010949;2;6
2013432;0;3
2000820;1;4
2000827;4;13
2000826;0;5
2013436;0;3
2013437;0;3
2013439;0;1
2003752;0;7
2003755;0;23
2003756;3;38
2001849;5;4
2001846;2;31
2001841;0;2
2011942;0;2
2011943;0;1
2011941;0;5
2011946;0;7
2011947;1;33
2011944;0;1
2011945;0;2
2003599;0;9
2001991;0;4
2001992;0;2
2001993;0;3
2001996;0;2
2001998;0;1
2009546;0;2
2003945;5;16
2003944;0;1
2003947;0;3
2002573;1;2
2002572;2;4
2001302;2;3
2002577;0;3
2013729;1;2
2013724;1;1
2003941;2;25
2002579;1;3
2013727;1;3
2013721;1;2
2003940;0;1
2001208;0;1
2001209;0;2
2008011;0;1
2001200;0;1
2009019;0;2
2001306;0;1
2001206;0;1
2001207;0;5
2011832;0;1
2011833;0;1
2011830;0;1
2011831;0;1
2002889;0;1
2002888;0;2
2002881;0;3
2010361;0;5
2010360;1;1
2010362;8;22
2013548;2;3
2013549;2;6
2000959;0;2
2000958;2;9
2013540;3;15
2013541;2;16
2013542;1;5
2013543;2;19
2013544;1;9
2000956;0;3
2013546;0;2
2013547;0;2
2001334;4;17
2001337;1;6
2001331;12;28
2002407;0;1
2001338;1;22
2001339;0;1
2002400;0;2
2010562;0;4
2010561;0;1
2010560;0;1
2010567;0;2
2003399;0;2
2002976;0;1
2010568;0;2
2002973;0;4
2002970;0;1
2003869;0;1
2010578;0;1
2007872;0;2
2001058;0;3
2009263;0;4
2001053;0;2
2001052;0;1
2001055;1;4
2001054;1;3
2000558;0;4
2001871;0;1
2009044;0;2
2009042;0;1
2011381;0;2
2003024;0;9
2012130;0;6
2011548;2;4
2007912;0;20
2007910;2;21
2011011;0;3
2000634;0;7
2011013;0;5
2011491;0;4
2011492;1;1
2009465;1;1
2009468;0;2
2009469;0;1
2003116;0;1
2003115;0;3
2003112;0;5
2012440;1;1
2003111;0;4
2008337;0;3
2008334;1;4
2012449;0;8
2007862;0;1
2008022;0;1
2008021;0;2
2010652;0;1
2008027;0;2
2008026;0;4
2008024;1;2
2009686;9;7
2012846;0;1
2009681;0;3
2012844;0;1
2009683;0;3
2013423;0;1
2008159;0;4
2012621;0;1
2012627;0;7
2012624;0;1
2012629;0;1
2008154;0;1
2000855;0;2
2003206;0;3
2008931;0;2
2000852;0;3
2002373;1;6
2002372;0;4
2008935;0;1
2000012;2;9
2000013;0;6
2000010;20;583
2000011;0;7
2000016;1;22
2000017;0;11
2000014;65;582
2000015;2;26
2000018;0;2
2000019;0;2
2012804;0;3
2012934;0;1
2008305;0;10
2009885;0;1
2012933;0;3
2012931;0;4
2001543;0;1
2001546;0;3
2012938;7;27
2012939;2;7
2002087;0;1
2005974;0;1
2002088;0;1
2008805;0;1
2008801;0;1
2008800;0;12
2012718;0;2
2012717;0;3
2012714;0;3
2012711;0;1
2003375;0;2
2003372;0;2
2003741;0;4
2003370;0;1
2001779;0;3
2000824;0;1
2001852;0;1
2012963;0;1
2000308;0;3
2001855;0;1
2000302;0;1
2000301;0;1
2001857;1;7
2002799;0;1
2013877;0;2
2002792;0;1
2012158;0;1
2002150;2;5
2002153;1;4
2002152;1;4
2002155;0;3
2002156;0;2
2012150;0;4
2012151;1;1
2011710;0;1
2010956;1;11
2010957;0;4
2010954;0;60
2010952;0;6
2010953;0;2
2010950;0;1
2010951;0;1
2000830;0;6
2013159;0;5
2006130;4;15
2013155;0;2
2003769;2;7
2003768;0;4
2001833;0;1
2001836;0;6
2001835;1;4
2003762;1;4
2003566;0;1
2004008;0;1
2003562;0;2
2002695;0;1
2003175;0;1
2008789;0;1
2003489;0;1
2002849;0;1
2001409;0;2
2001947;1;13
2002561;0;4
2009913;0;2
2001231;0;6
2011892;0;3
2001941;2;10
2013711;0;3
2013713;1;2
2013715;2;9
2001238;2;4
2013717;0;4
2013716;1;2
2011848;0;2
2001482;0;1
2011843;0;1
2013396;2;5
2013575;4;11
2002899;0;1
2013570;1;4
2000948;3;10
2000949;1;1
2013374;0;6
2013373;0;1
2010179;0;1
2013371;0;3
2013370;0;1
2000941;0;3
2000942;0;2
2000944;1;2
2000945;0;2
2000946;0;2
2000947;0;1
2001301;1;1
2001300;1;2
2001303;2;14
2003946;2;13
2001305;0;10
2002419;0;2
2003942;8;14
2002414;1;5
2002413;6;10
2010007;0;1
2002968;0;1
2003782;0;1
2010576;0;1
2003780;1;9
2002964;1;3
2002966;0;2
2002960;1;1
2002961;1;7
2003789;1;3
2002628;0;3
2011629;0;1
2011628;0;1
2011627;0;2
2011625;1;6
2011624;4;7
2011151;0;4
2011622;0;2
2011153;0;8
2011152;0;2
2001046;3;14
2001047;0;2
2001044;0;1
2001042;1;2
2001043;0;5
2001040;0;3
2001041;1;1
2007868;0;2
2009853;0;8
2009212;3;4
2009215;0;1
2001028;0;1
2009765;0;2
2011711;0;2
2001504;0;4
2011715;0;2
2011714;0;3
2004751;0;1
2011719;0;1
2004021;0;1
2009522;0;2
2011028;0;8
2010006;0;11
2011538;0;3
2010001;0;4
2010002;1;4
2011021;0;4
2011020;0;4
2011023;0;6
2011530;0;2
2010008;1;2
2011026;0;4
2007001;0;2
2001509;0;2
2009324;8;34
2009321;1;1
2009320;1;5
2009145;0;4
2009143;1;8
2009142;0;1
2012435;0;1
2012434;0;5
2003334;0;2
2012439;1;5
2012438;0;2
2000153;0;4
2011446;0;2
2011445;1;4
2011444;0;2
2011442;0;8
2011440;0;1
2011449;0;1
2011448;0;1
2013323;0;1
2008204;0;1
2008926;1;3
2002362;0;7
2008145;0;1
2008146;0;1
2008929;1;4
2012891;0;1
2012890;0;3
2012893;4;24
2012892;1;4
2012895;0;6
2012894;0;2
2012549;0;3
2012896;0;1
2012543;1;8
2012542;1;5
2012540;0;1
2001558;0;3
2001559;2;14
2012941;0;2
2012940;0;3
2012946;0;2
2012944;1;3
2001550;0;4
2001551;0;14
2001553;1;7
2001554;0;1
2001555;0;6
2001556;0;5
2002090;0;3
2002091;3;7
2002092;2;7
2002093;0;1
2007093;13;103
2007092;2;41
2002097;0;1
2002099;0;1
2003161;0;3
2012099;0;2
2012098;5;10
2012769;0;1
2003289;0;2
2008817;0;1
2008814;0;3
2012763;0;1
2012767;0;2
2012765;0;7
2012764;1;13
2010819;0;2
2010814;0;3
2001879;0;1
2003306;2;3
2010811;0;1
2010810;1;1
2012824;0;1
2012533;1;4
2004679;0;1
2003169;0;1
2008841;0;1
2003281;0;1
2012536;0;2
2012821;0;2
2002789;2;11
2012163;0;1
2012823;0;1
2008339;0;1
2012168;0;1
220;0;2
2012364;3;1
2012362;0;1
2002148;0;1
2012360;0;1
2002286;0;1
2002143;0;1
2002140;0;3
2002289;0;1
2010929;0;3
2010928;0;6
2010923;0;1
2010922;1;21
2010921;0;6
2002122;0;1
2010924;0;12
2013418;1;13
2013419;1;3
2013149;0;4
2013416;0;1
2013417;0;2
2013414;20;246
2013415;0;1
2003772;0;1
2001821;0;4
2003770;1;3
2003771;0;1
2003776;0;1
2001825;0;1
2001827;0;4
2003574;1;7
2003040;33;24
2003577;0;3
2003572;0;2
2003573;0;1
2004157;0;5
2011773;0;1
2013705;1;3
2013702;1;2
2002699;0;3
2013708;0;2
2013709;0;5
2001222;0;2
2001223;0;1
2001950;2;8
2002558;1;2
2001952;0;1
2002557;1;5
2001700;0;2
2000534;0;1
2013382;2;4
2013383;0;1
2011852;0;3
2013381;3;4
2011854;1;3
2013384;0;4
2013562;0;3
2013563;2;5
2013561;0;1
2013566;3;5
2013564;0;2
2013565;0;1
2013568;0;2
2013365;0;2
2013366;1;5
2013367;0;7
2013360;0;2
2013361;0;2
2013362;0;1
2000927;0;6
2013368;0;4
2013369;0;6
2003952;0;1
2003950;1;1
2013882;2;2
2003957;12;33
2001318;0;1
2003955;1;1
2002421;0;5
2003958;0;2
2003959;0;2
2001312;3;16
2002427;0;3
2001311;12;78
2002959;0;1
2003795;0;3
2003797;0;2
2003791;0;2
2003793;0;2
2002950;1;7
2013886;0;2
2002955;0;7
2002954;0;4
2010542;0;1
2010725;0;3
2011148;0;1
2010726;0;2
2010720;0;1
2011142;0;9
2011140;0;7
2011141;1;9
2011146;0;2
2010728;0;5
2011144;0;2
2011145;0;1
2001033;0;2
2001037;1;18
2001034;1;3
2007895;2;19
2001320;0;2
2011700;0;2
2011701;0;2
2011702;0;1
2011707;0;1
2011036;0;5
2011037;0;3
2011034;0;4
2011035;1;2
2011033;0;1
2011030;0;1
2011031;1;1
2009025;0;1
2011038;1;3
2011529;0;1
2010033;0;2
2010034;1;8
2010036;0;1
2010039;0;1
2011521;0;1
2001787;4;8
2011523;0;7
2011524;0;2
2008888;0;1
2001148;0;2
2001145;1;5
2001144;1;5
2001141;2;15
2011988;0;2
2008884;0;2
2003321;0;1
2009154;3;8
2009155;0;5
2003172;2;13
2009157;7;40
2003174;0;1
2009151;11;42
2003176;0;2
2003178;1;5
2003179;3;13
2005803;4;8
2008316;0;3
2011454;0;2
2011455;0;1
2011451;0;7
2011453;0;3
2011459;0;1
2013701;0;1
2001491;0;1
2001492;0;10
2001495;0;1
2001494;0;1
2009537;2;21
2010869;0;1
2008009;0;2
2008008;0;1
2008559;0;1
2008556;0;1
2008555;0;8
2008006;1;5
2009538;0;1
2009539;1;9
2008777;0;4
2012399;0;2
2002318;0;4
2012888;1;4
2012889;1;7
2012886;0;4
2012884;1;1
2012885;2;11
2012550;1;1
2012883;4;6
2012552;1;2
2012881;0;2
2001567;0;1
2004046;1;2
2001561;0;4
2001563;0;1
2001569;0;7
2001568;0;5
2012951;1;2
2012953;1;1
2012954;0;6
2001762;0;1
2001761;0;4
2001760;1;6
2012958;0;2
2012959;0;2
2001769;0;46
2007086;1;1
2002227;0;1
2012773;0;3
2012774;1;4
2012776;1;3
2012777;2;23
2010808;0;1
2010809;0;3
2010804;0;2
2003311;0;8
2006935;1;1
2010807;0;1
2010801;2;5
2010803;0;1
2008170;0;1
2001106;3;8
2003330;0;1
2012170;0;1
2001660;0;4
2012374;0;1
2003405;1;11
2002139;0;2
2003407;0;2
2003400;0;4
2003401;0;1
2003402;0;6
2008242;0;1
2002133;0;2
2002130;0;2
2002136;1;4
2002134;0;4
2010938;0;2
2000215;3;1
2010932;0;1
2010933;0;1
2010936;0;1
2000818;0;3
2013172;0;4
2013175;0;1
2013176;0;1
2002047;0;1
2002046;1;3
2002045;9;63
2012948;0;2
2002041;0;10
2002631;3;14
2011991;0;1
2003545;0;5
2001875;0;3
2002049;0;2
2002048;2;5
2000950;0;1
2011014;0;2
2001873;0;1
2001872;0;1
2013770;0;1
2013776;0;1
2013775;1;2
2013774;0;1
2002639;0;2
2002542;0;1
2002094;0;1
2002546;0;2
2002547;4;26
2002544;0;1
2002095;0;1
2013442;0;1
2013447;0;1
2011674;0;2
2001878;0;1
2000962;0;1
2000961;1;3
2010152;0;1
2011676;0;15
2013599;0;1
2013598;0;1
2013596;0;48
2013595;0;8
2011677;0;3
2008092;0;1
2013590;0;10
2002436;4;22
2013350;0;3
2002434;1;3
2002435;4;43
2002432;14;71
2002433;7;41
2013356;0;3
2013359;0;1
2013358;0;1
2010482;1;4
2013604;0;1
2013601;0;2
2002439;0;3
2003462;2;12
2001369;0;6
2002942;1;8
2002943;0;4
2002940;1;4
2011245;0;1
2001366;1;7
2002948;0;3
2002949;0;1
2013287;0;1
2013284;0;1
2010552;0;1
2010553;0;1
2013288;0;1
2010557;0;2
2010554;0;4
2010555;0;1
2009118;0;3
2010730;1;7
2010731;0;3
2001178;0;3
2008090;0;1
2011244;0;1
2010739;0;2
2001020;0;2
2001021;3;12
2001024;0;2
2001025;1;3
2001026;1;1
2007884;0;2
2007885;0;1
2007886;0;1
2007887;0;2
2003038;0;1
2013913;0;4
2013911;1;2
2013910;0;3
2011998;0;1
2011396;0;5
2011734;0;1
2011736;0;1
2011730;0;1
2011732;0;1
2011043;1;4
2011042;1;2
2011040;0;3
2009780;2;2
2011512;0;1
2011285;0;2
2011284;0;1
2001798;2;2
2011286;0;1
2011280;0;3
2011283;0;2
2001793;0;5
2010024;0;7
2003032;0;5
2010023;0;1
2001794;18;22
2009308;0;1
2000848;0;2
2009303;1;2
2009162;0;1
2009165;1;2
2012418;1;2
2012417;3;58
2012410;0;2
2010812;0;3
2011007;0;4
2009493;1;2
2001485;0;1
2009495;0;2
2009494;0;2
2001480;0;2
2001481;0;4
2009499;1;16
2009946;0;6
2000177;0;3
2009942;0;1
2000173;0;5
2011191;0;1
2011190;1;3
2011193;0;2
2011192;0;1
2008783;0;6
2000774;0;2
2000773;0;1
2000772;0;1
2000997;0;2
2009541;0;2
2009540;0;3
2009547;2;8
2008549;0;6
2009545;1;1
2008544;0;3
2009548;2;5
2008016;0;3
2013586;0;2
2008542;0;2
2008943;0;2
2009542;0;1
2008761;0;1
2004458;0;2
2008949;0;1
2012562;0;1
2012564;0;1
2012567;0;1
2001573;0;9
2001570;0;3
2001571;1;18
2001574;0;3
2003093;2;12
2003092;3;5
2003091;0;1
2003096;1;12
2003094;2;8
2001777;6;17
2008303;0;2
2008300;0;5
2001773;13;9
2012965;0;2
2012964;2;13
2012967;0;2
2012966;2;11
2012960;0;3
2008308;0;2
2012746;0;1
2002932;0;3
2012749;0;4
2003327;0;1
2012983;0;2
2012982;0;1
2012981;1;1
2012988;0;2
2013345;0;3
2006925;1;1
2006926;0;3
2006921;1;5
2008166;4;14
2008164;0;1
2008165;0;1
2002685;0;1
2002684;2;8
2002687;0;2
2002686;1;1
2012189;0;3
2012188;0;6
2012187;0;1
2012185;0;1
2001192;0;8
2012181;0;7
2002128;1;3
2011488;0;1
2012349;0;1
2002121;0;3
2012839;0;1
2002934;1;11
2002124;0;2
2002126;0;1
2000221;0;4
2001278;0;1
2012160;2;7
2001802;3;4
2002831;2;3
2001805;7;14
2011986;1;3
2011987;0;2
2003554;0;2
2011983;0;1
2011981;0;1
2012514;0;1
2003558;2;3
2002054;0;1
2002055;0;1
2002056;0;2
2002057;1;1
2002050;0;1
2002051;0;1
2002052;0;1
2002053;2;7
2002780;0;1
2012517;0;1
2002058;2;3
2002059;0;1
2013760;0;6
2013761;0;1
2000845;0;3
2013764;0;1
2013765;0;1
2013766;0;3
2013768;0;10
2012182;0;1
2001979;0;5
2003412;0;1
2003108;0;1
2003410;0;1
2001091;0;3
2013169;0;5
2010123;0;3
2010122;0;2
2013158;0;1
2010120;0;6
2013588;4;10
2013589;2;13
2000999;0;3
2013584;0;17
2013585;0;1
2000995;0;6
2000994;0;1
2000993;0;2
2013583;0;1
2002441;0;5
2013618;0;1
2013348;0;2
2013346;0;4
2013344;0;1
2002448;0;6
2013342;0;10
2013343;0;3
2013340;0;1
2013341;0;2
2001378;1;3
2001379;0;46
2002931;0;2
2002930;0;6
2002683;0;3
2002682;1;5
2002689;0;1
2001376;0;1
2001377;1;4
2013292;0;1
2013294;0;1
2013295;0;4
2013298;0;1
2012456;0;2
2000139;0;15
2011096;0;2
2010583;0;1
2010582;0;3
2010584;0;1
2010586;0;2
2010589;1;7
2001016;0;1
2001011;0;4
2001013;4;25
2013909;3;6
2000511;0;1
2004125;0;1
2000906;0;1
2002591;2;4
2002592;0;3
2002594;0;3
2002597;0;2
2002596;0;1
2002599;1;5
2002598;0;3
2002843;0;2
2011724;0;1
2000901;0;2
2011050;0;1
2011051;0;7
2011506;0;3
2011055;0;1
2011057;0;1
2011058;4;3
2011059;1;6
2011292;0;5
2011293;4;26
2011290;0;3
2011294;0;2
2011295;0;21
2001161;0;1
2011616;1;1
2011617;2;2
2011612;0;19
2011613;0;1
2011611;2;5
2001680;1;2
2011618;0;2
2003158;0;1
2012409;2;31
2012403;0;3
2012400;0;9
2009170;0;18
2009171;4;28
2008355;0;2
2009488;3;6
2009489;5;15
2011476;0;15
2011477;0;1
2009484;1;4
2009485;5;38
2009482;0;5
2011473;0;2
2011470;0;1
2011471;0;1
2000766;0;1
2000767;0;2
2011180;0;3
2011181;0;2
2009550;2;2
2009551;1;1
2009554;0;2
2009555;0;5
2009556;0;1
2009558;0;1
2008574;0;6
2008576;0;3
2012577;0;1
2012574;0;3
2012572;4;10
2008978;0;1
2012571;0;1
2009947;0;1
2008976;0;1
2012579;0;2
2012636;0;2
2009269;0;2
2010805;0;1
2008683;5;9
2003089;0;7
2008681;0;1
2008686;0;2
2003080;1;1
2001586;4;21
2001585;0;1
2008688;0;1
2003084;0;9
2003085;0;2
2003086;0;5
2003087;0;2
2012978;1;3
2001746;1;5
2001749;3;6
2012971;1;2
2013477;0;1
2012752;1;6
2012750;0;2
2012751;0;2
2012756;0;3
2012757;0;2
2012754;0;2
2012755;0;1
2012758;0;1
2010826;3;6
2012995;0;2
2010824;0;8
2010825;0;1
2012992;0;3
2012998;0;1
2012999;1;1
2011394;0;1
2007926;0;2
2008199;0;9
2000183;9;21
2008196;0;1
2010845;0;5
2003459;0;1
2011503;0;1
2002114;0;4
2012205;0;2
2012190;0;1
2012191;0;1
2010913;0;2
2010916;2;5
2010917;0;19
2010915;0;3
2003427;0;4
2010918;5;10
2003423;0;2
2000239;4;7
2000237;0;3
2006173;1;2
2006172;0;1
2006170;0;3
2006175;0;1
2006174;0;1
2002060;1;2
2002063;0;2
2002065;0;2
2002064;2;8
2002067;0;2
2002066;0;2
2012557;0;1
2013027;0;2
2013026;0;2
2013025;0;3
2013756;0;1
2013023;0;3
2013750;0;1
2013021;0;2
2001909;0;1
2013311;0;5
2001902;10;32
2001901;1;6
2001900;0;2
2001906;0;4
2001905;0;2
2001904;1;2
2001437;1;8
2011887;0;2
2003634;0;3
2003632;0;2
2003631;0;3
2012551;1;5
2004152;0;2
2000988;0;4
2004018;0;2
2000985;0;1
2000981;0;3
2002450;0;2
2013339;0;2
2002455;12;76
2002457;0;1
2002459;2;10
2013330;0;2
2013337;0;1
2013336;0;1
2013334;0;3
2002692;0;7
2002693;1;12
2002690;3;7
2002691;0;16
2002696;4;19
2002697;1;9
2002694;13;73
2002927;0;2
2003981;0;1
2002929;1;2
2002698;0;1
2003982;9;4
2003986;0;1
2001530;0;1
2001951;0;1
2000894;0;1
2001009;0;3
2010598;2;3
2010599;0;3
2001002;2;5
2001003;2;4
2001000;0;3
2001228;0;1
2010590;1;6
2001382;0;3
2002658;0;1
2002588;0;3
2002589;1;48
2002587;3;11
2002581;0;1
2011069;0;6
2011068;1;2
2009768;0;3
2009767;0;4
2011064;0;1
2011067;0;6
2011066;0;3
2011060;0;5
2011063;5;3
2009812;0;1
2001176;2;12
2001174;5;38
2011261;0;3
2010605;0;2
2011665;0;3
2011366;0;1
2009109;0;1
2011409;0;1
2004185;0;2
2004186;0;13
2004187;0;5
2011403;0;2
2011402;0;2
2011401;0;16
2011400;0;1
2011406;0;1
2000758;0;2
2009568;0;1
2011364;0;1
2012503;0;3
2012501;1;2
2008077;0;1
2008218;2;7
2003449;0;1
2012509;0;1
2008217;0;4
2008213;1;16
2011314;1;3
2012404;0;5
2009581;0;3
2011851;0;1
2013380;0;2
2011087;0;1
2007987;0;8
2008693;1;4
2001598;0;2
2011082;0;1
2008696;3;8
2007982;2;6
2001595;0;5
2001590;0;7
2007988;1;4
2001593;0;2
2008360;0;7
2008362;1;11
2008363;2;2
2008364;0;2
2001758;0;1
2001759;0;10
2008368;0;2
2008369;0;5
2001754;0;2
2001755;0;1
2001750;0;2
2001751;0;3
2011478;0;1
2012462;1;4
2010853;0;1
2010852;0;6
2010850;3;10
2010856;0;1
2012219;0;6
2012218;0;1
2012217;1;2
2012216;0;3
2010859;1;3
2012214;0;3
2012212;0;1
2012210;0;1
2003183;0;1
2003182;0;4
2003185;0;12
2003186;3;17
2003189;0;1
2003188;0;2
2003088;0;2
2008189;0;9
2008184;1;9
2008185;0;1
2012698;0;1
2009653;0;2
2007161;0;1
2002102;2;4
2002103;0;2
2002106;0;2
2002107;0;3
2002104;0;1
2002105;0;6
2002108;1;9
2012329;0;1
2003458;0;1
2008980;1;8
2008981;1;3
2003450;0;8
2006582;2;7
2011923;0;1
2000246;2;13
2000481;0;1
2012036;1;3
2012033;1;2
2012032;1;3
2002078;1;5
2002076;0;5
2002077;0;1
2002074;0;2
2002072;1;7
2002073;1;13
2002070;0;1
2002071;0;9
2009007;0;2
2013748;0;3
2013749;3;12
2013034;0;4
2013030;0;1
2013031;0;3
2013032;0;4
2003951;0;1
2001911;1;6
2001914;0;1
2001915;0;2
2001916;0;3
2001917;0;1
2011898;0;2
2011899;0;4
2011894;0;1
2003626;0;1
2003627;0;1
2011890;0;1
2011891;0;10
2003622;0;6
2013102;0;1
2002423;0;1
2013634;0;2
2001315;0;1
2010109;0;3
2013631;1;1
2010106;0;1
2001352;0;2
2003995;3;10
2002468;1;5
2008979;0;1
2001358;0;11
2002466;3;9
2013325;0;1
2013327;0;1
2002919;0;2
2002916;1;3
2002662;1;1
2012907;0;4
2003818;0;1
2008611;1;11
2012905;1;1
2010548;0;1
2012276;0;1
2013254;0;1
2010218;0;1
2013257;0;5
2013251;0;1
2010210;0;1
2010213;0;2
2008972;0;2
2002952;0;2
2002869;1;1
2002868;1;2
2002863;0;1
2002862;0;1
2009809;0;5
2009802;0;2
2009775;0;4
2011070;0;2
2011071;0;2
2010727;0;1
2011074;1;1
2001102;1;3
2001100;0;3
2001107;0;3
2011279;0;3
2001105;3;4
2003126;0;1
2010679;0;1
2003124;2;4
2002486;1;6
2002485;0;1
2002484;1;1
2002483;2;3
2002482;2;7
2002481;1;7
2002480;2;7
